27,27,5.97572052102156
27,1146,5.97488962704981
30,837,5.94819385214308
29,650,5.94754195503663
29,725,5.94669104200182
30,902,5.9454506010015
31,979,5.94541916955853
29,76,5.94211214810905
30,517,5.94066055858076
1146,27,5.93827757453952
78,30,5.93797112504619
1173,54,5.93688696177363
1171,1175,5.93635556627482
31,329,5.93631468568533
31,448,5.9360739070499
31,110,5.93495011804746
1172,756,5.93343598668207
31,401,5.9318608382286
115,31,5.93128117218433
1173,676,5.93073678924841
32,146,5.93067073122384
55,1190,5.93043744307594
32,279,5.92895378280768
32,178,5.92874179955922
1168,942,5.92589522831937
333,31,5.92581602149632
447,31,5.92534543839997
148,31,5.92516592608881
1169,1019,5.92132978547305
182,33,5.92123059882788
225,32,5.92034230459555
1169,365,5.92026770255878
1168,876,5.92001541371165
539,32,5.91986207789708
724,30,5.9198262181541
520,31,5.91973124195588
645,30,5.91931672628166
96,1129,5.91912964207878
588,32,5.91881121436954
271,33,5.91867005798468
405,32,5.9175606747274
1169,435,5.91735848897774
915,32,5.91692259883614
837,31,5.91688857083975
98,1175,5.91664215152495
1079,32,5.91604770453111
775,32,5.9159166383388
1143,741,5.91530240081343
1167,545,5.91487487005323
1167,172,5.91335989564664
1107,126,5.91251771866907
1074,94,5.91250407842948
1168,485,5.91119152189682
989,33,5.91087863208555
933,299,5.91074009745879
727,444,5.91064221839664
751,478,5.91049182825927
675,554,5.9104573342149
135,1105,5.91045154567266
1029,138,5.91003037959768
756,1173,5.91002880146228
1029,33,5.90994991036963
750,840,5.90994809243256
1168,249,5.90990676393995
539,925,5.90982843706652
662,875,5.90973245002279
532,981,5.90945622027103
899,269,5.90899331400461
841,328,5.90885387624307
652,519,5.90876174535666
451,1016,5.90863136495057
139,1161,5.90858305713008
277,1038,5.90825456318822
923,827,5.90790854060546
280,1094,5.90725040491708
421,1030,5.90722193704635
656,928,5.90666261381611
672,1172,5.90656486317265
186,1137,5.90644779176381
1013,219,5.90613939175356
850,800,5.90608614921628
1061,172,5.90604442044849
403,766,5.90598719333349
767,401,5.90576042790502
552,678,5.90569573184522
517,652,5.90539836295419
478,753,5.90536585583671
181,1085,5.90529253565177
1101,764,5.90522832923668
867,364,5.90506042867173
737,896,5.90489637871468
459,959,5.9042985090434
360,1001,5.90419514526744
413,977,5.90351896360494
229,1118,5.90331446740725
1096,709,5.90317466639968
432,798,5.90317149517098
1000,743,5.90290573232813
983,185,5.90268146580418
730,1145,5.90265934952204
838,858,5.90246607253413
227,1062,5.90222998762899
138,1030,5.90212085628232
273,896,5.90209872317156
955,758,5.90187930610452
181,984,5.90179703416728
1064,720,5.90149040208814
1044,784,5.90131579903785
989,804,5.90114225695055
304,927,5.90106890014474
920,772,5.90099550312942
99,1074,5.90093392651313
354,1060,5.90091922649595
794,820,5.90075410448379
268,966,5.90070493704459
362,869,5.90016160040988
495,345,5.90003206057274
218,949,5.89961930182931
1089,845,5.8994984414024
732,552,5.89882768158324
428,1169,5.89870953586045
339,831,5.89846980986986
223,143,5.89825216320694
716,533,5.89820736357249
555,378,5.89803742075063
672,444,5.89750429449291
450,395,5.89729985932977
160,202,5.8971590778423
502,428,5.89649326301856
674,683,5.8964514886256
987,883,5.89642942035269
689,463,5.89642309653705
731,1065,5.89639135935221
235,1168,5.8961125577536
227,1006,5.89609669099317
623,106,5.89591191744762
546,1169,5.895851121181
903,968,5.89575268346912
432,303,5.89574939516202
389,535,5.89573087615438
884,544,5.89565263539003
833,1039,5.89552856636914
187,1043,5.89549684245625
276,1166,5.89532926698998
370,1169,5.89531350944928
308,1168,5.89528134148328
189,220,5.89522986421532
672,1096,5.89520686697803
360,254,5.89518777703033
312,308,5.89490917765959
1050,1168,5.89482516880928
891,620,5.89454714285562
343,327,5.89453144807963
262,275,5.89452685587589
930,569,5.89435582652947
732,952,5.89434751148146
675,102,5.89432805643716
387,358,5.89432526339534
730,724,5.89428979535343
317,222,5.89425269563964
578,195,5.89402536945244
932,999,5.89400262280382
833,596,5.89386281589647
626,194,5.89383992099558
732,1008,5.89357971388835
624,1170,5.893499623858
274,502,5.89340207746407
924,638,5.89338939927826
1050,822,5.89336859472977
966,578,5.89333855211337
673,1032,5.89317738515277
653,274,5.89313688487295
471,1172,5.89299355473309
671,990,5.89293789856743
383,630,5.89291575660762
618,495,5.89289155041602
731,795,5.89254854278485
548,336,5.89243642172301
226,244,5.89242048221346
675,749,5.89239397152045
1008,673,5.89239180208218
785,500,5.89236728583941
271,191,5.89217634062098
933,1170,5.89211551501548
272,731,5.89204228205088
854,1168,5.89200565525953
139,78,5.89196748846001
269,820,5.89188464813897
732,278,5.89184819409598
973,1108,5.89178916590089
1003,931,5.89166381532925
1059,612,5.89163174118435
360,445,5.89149757663167
862,1070,5.89149124893222
577,474,5.89143729258321
626,418,5.89119287673508
360,494,5.89117612056708
855,206,5.89096890881535
856,155,5.89093807515131
665,311,5.89077150056374
971,472,5.89073171258182
926,543,5.89067448652437
532,274,5.89053074132094
927,467,5.89050415101274
736,224,5.89049679935106
649,320,5.89044491611474
1013,400,5.89034370750175
1011,316,5.89022562621877
449,435,5.89019286503976
1058,317,5.8901521043609
169,899,5.88960349455458
167,566,5.88956395008705
169,620,5.88955468133207
1000,446,5.88944086507435
310,750,5.88916832792649
860,958,5.88911883520011
341,618,5.88907813614928
277,544,5.88903018257272
433,545,5.88898707362861
361,669,5.88889256797477
729,658,5.88888768637228
587,270,5.88886603765565
196,545,5.88884725410515
970,654,5.88883879068899
672,612,5.88879929020324
1014,599,5.88878932425075
455,217,5.88871593330088
109,147,5.88869081964986
249,478,5.88855346586049
772,198,5.88842942885038
819,735,5.88842359775045
183,871,5.88840361204711
172,673,5.88839459153149
274,393,5.88832100078556
976,381,5.88831097684475
732,192,5.88820035268455
857,677,5.88795007516087
537,1100,5.88784444166587
220,814,5.88781060104138
623,777,5.88780002300723
583,1032,5.88767280393959
770,257,5.88759048584717
297,681,5.88757548695859
732,141,5.88748660839403
971,1032,5.88741362116755
221,661,5.88740670457771
457,590,5.88727277933703
509,1157,5.88721264573579
605,351,5.88713150837573
144,938,5.88702687446009
673,231,5.88694780765218
137,635,5.88681296546409
239,345,5.88664369071455
1042,683,5.8866181589955
1105,635,5.88639238476861
425,592,5.88626657709884
919,424,5.88622028393213
841,623,5.88619000119028
906,127,5.88613312188772
519,1136,5.8860692983765
263,660,5.88590197665907
670,394,5.88589646168874
346,574,5.88582846066221
731,106,5.88580260295787
168,506,5.88569659616069
132,681,5.88550885962977
1060,1090,5.88539512451446
517,156,5.88532313221483
470,1077,5.88530532729483
767,980,5.88526543665175
867,436,5.88517334411794
1012,1037,5.88509630760443
919,682,5.88505470881471
1058,970,5.88502318014055
388,197,5.88493431751958
195,386,5.88493420594974
1016,538,5.88491396760675
820,511,5.88490467060967
478,533,5.8848660043117
167,352,5.88480984072832
1047,452,5.88474224305984
531,518,5.88467159737711
532,795,5.88465631809925
568,106,5.88465541040587
475,634,5.88446276840543
517,570,5.88436277360229
421,676,5.88432300065862
422,152,5.88427986404325
549,826,5.88426138068731
