0,0,4.14220558530341,"1/1/1"
0,1200,4.57907918409373,"1/1/2"
1200,0,4.9349442153698,"1/2/2"
1200,700,5.1011677902842,"1/2/3"
1200,1200,5.18528014235984,"1/2/4"
0,700,5.26714343423088,"2/2/3"
700,0,5.41253479155478,"2/3/3"
0,500,5.4834170020412,"3/3/4"
0,880,5.49466887897001,"3/3/5"
700,500,5.49625039971892,"2/3/4"
700,890,5.55435014211711,"2/3/5"
0,970,5.55808709176622,"4/4/7"
1200,390,5.5607238201304,"2/4/5"
500,0,5.56779926640917,"3/4/4"
1200,970,5.57233737380768,"2/4/7"
0,390,5.57587350940651,"4/4/5"
700,1200,5.57589888992218,"2/3/6"
0,1020,5.58108044173542,"5/5/9"
0,1050,5.59833373811701,"6/6/11"
0,810,5.6013830401049,"5/5/8"
0,580,5.61286544999899,"5/5/7"
0,320,5.63403765788014,"5/5/6"
880,0,5.64192416728894,"3/5/5"
390,0,5.64284170614878,"4/5/5"
0,620,5.6466255899766,"7/7/10"
0,270,5.64799113582076,"6/6/7"
0,440,5.65794861370494,"7/7/9"
500,700,5.6584190421194,"3/4/6"
500,390,5.65893859871871,"3/4/5"
1200,1050,5.66936820213406,"3/6/11"
0,230,5.67036474883292,"7/7/8"
1200,500,5.67518239309584,"3/6/8"
500,970,5.67772229149337,"3/4/7"
310,0,5.67832601452929,"5/6/6"
1200,880,5.67961107243084,"3/6/10"
0,200,5.68122653297265,"8/8/9"
880,320,5.68231807479156,"3/5/6"
1200,270,5.68573195172193,"3/6/7"
270,0,5.69188173822164,"6/7/7"
1200,1090,5.70087059339673,"4/8/15"
500,1200,5.70234321808586,"3/4/8"
970,0,5.70677397471112,"4/7/7"
230,0,5.70947748776795,"7/8/8"
210,0,5.71055153581125,"8/9/9"
580,0,5.71218179567357,"5/7/7"
890,810,5.71268675189474,"3/5/8"
1200,840,5.71675194966971,"4/8/13"
1200,550,5.7215260817613,"4/8/11"
890,580,5.72553971884528,"3/5/7"
430,0,5.72814036074854,"7/9/9"
810,0,5.73171853248229,"5/8/8"
1200,200,5.73291730887898,"4/8/9"
880,1020,5.7332784768352,"3/5/9"
970,230,5.73497610977784,"4/7/8"
390,310,5.73597744930598,"4/5/6"
380,1020,5.73760619549984,"4/5/9"
390,810,5.7394287502682,"4/5/8"
390,580,5.7417175513235,"4/5/7"
1200,450,5.74529180292937,"5/10/13"
620,0,5.74594902493193,"7/10/10"
1020,0,5.7481185452933,"5/9/9"
880,1200,5.74818335087275,"3/5/10"
1200,320,5.7537035033282,"5/10/12"
700,270,5.75593820960082,"4/6/7"
780,0,5.75752016190086,"7/11/11"
1050,0,5.75976231833762,"6/11/11"
1200,160,5.76030904144456,"5/10/11"
390,1200,5.76120022303212,"4/5/10"
1020,180,5.76477824161663,"5/9/10"
810,390,5.76520685464804,"5/8/10"
320,1050,5.76593691505243,"5/6/11"
970,780,5.7679038876554,"4/7/11"
